Problem Description,Python Code,Source,Description Error,Error Label,Problem Augmented,Description Augmented
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,generate numbers from a through b,"def buggy_print_range(b):
    a = 1
    while a <= b:
        print(a)
        a = a + 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,generate numbers from a through b,"def buggy_print_range(b):
    a = 1
    while not (a > b):
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,generate numbers from a through b,"def buggy_print_range(b):
    a = 1
    while b >= a:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,generate numbers from a through b,"def buggy_print_range(b):
    a = 1
    while a - b <= 0:
        print(a)
        a += 1"
Print numbers from a to b,"def buggy_print_range(b):\n    # missing a = 1\n    while a <= b:\n        a = 1   # should increment, not reset\n        print(a)\n        a += 1",Initialization and update errors frequently seen in beginner loops (CodeNet),missing initialization and wrong update in loop body,4,generate numbers from a through b,"def buggy_print_range(b):
    a = 1
    while True:
        if a > b:
            break
        print(a)
        a += 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,Calculate the total of even numbers in a list,"def buggy_sum_evens(lst):
    sum_evens = 0
    i = 0
    while not (i >= len(lst)):
        if not (lst[i] % 2):
            pass
        i = i + 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,Calculate the total of even numbers in a list,"def buggy_sum_evens(lst):
    i = 0
    sum_evens = 0
    while len(lst) > i:
        if lst[i] % 2 == 0:
            pass
        i += 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,Calculate the total of even numbers in a list,"def buggy_sum_evens(lst):
    sum_evens = 0
    i = 0
    while i != len(lst):
        if lst[i] % 2 == 0:
            pass
        i = i + 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,Calculate the total of even numbers in a list,"def buggy_sum_evens(lst):
    i = 0
    sum_evens = 0
    while i < len(lst):
        if (lst[i] & 1) == 0:
            pass
        i += 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,Calculate the total of even numbers in a list,"def buggy_sum_evens(lst):
    sum_evens = 0
    i = 0
    while i < len(lst):
        if not (lst[i] % 2):
            pass
        i += 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,add up all even elements in a list,"def buggy_sum_evens(lst):
    sum_evens = 0
    i = 0
    while not (i >= len(lst)):
        if not (lst[i] % 2):
            pass
        i = i + 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,add up all even elements in a list,"def buggy_sum_evens(lst):
    i = 0
    sum_evens = 0
    while len(lst) > i:
        if lst[i] % 2 == 0:
            pass
        i += 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,add up all even elements in a list,"def buggy_sum_evens(lst):
    sum_evens = 0
    i = 0
    while i != len(lst):
        if lst[i] % 2 == 0:
            pass
        i = i + 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,add up all even elements in a list,"def buggy_sum_evens(lst):
    i = 0
    sum_evens = 0
    while i < len(lst):
        if (lst[i] & 1) == 0:
            pass
        i += 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,add up all even elements in a list,"def buggy_sum_evens(lst):
    sum_evens = 0
    i = 0
    while i < len(lst):
        if not (lst[i] % 2):
            pass
        i += 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,find the sum of even values within a list,"def buggy_sum_evens(lst):
    sum_evens = 0
    i = 0
    while not (i >= len(lst)):
        if not (lst[i] % 2):
            pass
        i = i + 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,find the sum of even values within a list,"def buggy_sum_evens(lst):
    i = 0
    sum_evens = 0
    while len(lst) > i:
        if lst[i] % 2 == 0:
            pass
        i += 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,find the sum of even values within a list,"def buggy_sum_evens(lst):
    sum_evens = 0
    i = 0
    while i != len(lst):
        if lst[i] % 2 == 0:
            pass
        i = i + 1"
Sum even numbers in a list,def buggy_sum_evens(lst):\n    i = 0\n    sum_evens = 0\n    while i <= len(lst):  # should be i < len(lst)\n        if lst[i] % 2 == 0:\n            pass  # should add to sum_evens\n        i += 1,"Condition and update errors, drawn from typical contest bug lists (Codeforces)",wrong condition and no accumulation in loop body,5,find the sum of even values within a list,"def buggy_sum_evens(lst):
    i = 0
    sum_evens = 0
    while i < len(lst):
        if (lst[i] & 1) == 0:
            pass
        i += 1"
